date,AT,AU,BE,BR,CA,CH,DE,ES,FR,GB,IE,IN,IT,LU,MX,NL,NZ,PH,PL,SE,SG,US
2019-01-01,2.46464312298404,3.59018479683103,2.02360876897133,1.33871936970021,2.92302446835816,2.57721079661375,3.39649204109002,3.42524773804395,1.90854549593544,2.86686421208301,4.0474875759249,2.17310108315507,2.16082854354192,2.02908960316035,0.635483707495059,1.32745262822125,1.39563734105241,1.29583677970775,5.3872265526779,1.3691242997094,1.92007221971459,2.59413649441942
2019-01-02,2.45965459997057,3.59303308309386,2.01345149175353,1.33775486297658,2.92513412640976,2.58250993167785,3.40600350982088,3.42295077960868,1.90860382914869,2.8676024389842,4.04759932940593,2.17515594198495,2.17258117448367,2.01707370331428,0.635127894865298,1.32803183262248,1.38949756383998,1.27157695218454,5.38989952358331,1.35920651153734,1.91738732296299,2.59829435229434
2019-01-03,2.44689347766604,3.5813837649528,1.99627561040081,1.33877624947007,2.92465871595205,2.55831773560713,3.40650011390936,3.42191034315567,1.9065931656164,2.85519304217358,4.02249667744571,2.17961919908886,2.16966932733576,2.00161931573932,0.632355109724942,1.32847383437877,1.39138436960143,1.25767185549783,5.39896248040957,1.35646559771181,1.92295900506712,2.60518308786293
2019-01-04,2.45585176236936,3.58043810024416,1.99042310084842,1.33093846864132,2.93301136708608,2.54993662696809,3.41155168814709,3.40922442787827,1.91224197142855,2.84437316212916,4.00198982178589,2.20857104591993,2.16709322663786,1.99913228510252,0.636110922547011,1.32543856480971,1.38610831374188,1.25086395238166,5.38810156266352,1.35234382643236,1.93127135071846,2.59154463398319
2019-01-05,2.46707498584648,3.58423580819617,1.99218119265539,1.3162411485652,2.93604625455762,2.54172919200996,3.41625637120721,3.40906318874932,1.91814380538957,2.82528764916196,3.96658998767071,2.21251957487724,2.16930509192638,1.99697091381715,0.63750547761296,1.32662231345056,1.38854855227702,1.24767240708817,5.36911116167165,1.34334404141687,1.93632142840085,2.58267183991996
2019-01-06,2.47832384202735,3.58919832620025,1.99372505075903,1.31147647297128,2.93692342131119,2.53949211703351,3.42003042628908,3.40947823465473,1.92050427173474,2.82254555067133,3.95645853366586,2.22517499380638,2.1709030479261,1.99260958146563,0.638293372281246,1.32788741851522,1.39093172209573,1.25024842442571,5.36698803102671,1.34419374537136,1.94462372066333,2.57951806008544
2019-01-07,2.48808031367356,3.58718475520107,1.99596185129973,1.31195212064095,2.93757749930021,2.54261898968784,3.42192009213418,3.41231536678665,1.92252138575725,2.82165740010787,3.95956510282808,2.23175928331154,2.17131599953277,1.99099218941255,0.639922368854276,1.32869861059818,1.39395465939834,1.24477220573876,5.36806045168792,1.35174321906689,1.94777172888158,2.57627178606451
2019-01-08,2.49574957814391,3.57304468853606,1.99039567582854,1.3137631630807,2.93873638508367,2.5424440132343,3.42931260758455,3.40400067477064,1.92534070307973,2.81193639871503,3.95474965266929,2.24407713467036,2.16956392546229,2.00985569799091,0.642934427284517,1.32843001750765,1.38850161972634,1.23168499098254,5.35732710115656,1.36260681982463,1.95565425192365,2.56874379077348
2019-01-09,2.50219843867986,3.55098989480396,1.9858600331016,1.30770487155061,2.94312180279255,2.52113076153516,3.42924140814968,3.39130738121494,1.9292436279432,2.79546646563156,3.93913257868825,2.25238273808142,2.16820735578977,1.99617713690902,0.645869192905202,1.32832054711952,1.38729957370751,1.22274171342694,5.3569853370145,1.37066256547665,1.9619720223743,2.55891232065794
2019-01-10,2.51500941977865,3.53601230713356,1.99090096545565,1.29506475783324,2.94875481010912,2.51264653528434,3.43093374208514,3.3784869495098,1.93223112501513,2.79003969660747,3.92018957967097,2.25969586575994,2.16807226048071,1.98502272587201,0.649918723599914,1.32931974542407,1.37979599862349,1.21383336104288,5.34606475671528,1.38224913496133,1.96055406596407,2.54826635645666
2019-01-11,2.52496398780689,3.52508911672615,1.99692112031092,1.28744610053039,2.94808871055065,2.50222912611047,3.43211985436392,3.3804862243987,1.93275999042716,2.79213733470137,3.90279229691474,2.25012147339135,2.16584127856557,1.96829103929693,0.651520926115819,1.33360202549235,1.37464656089742,1.20748184601432,5.33935012228654,1.38770153076028,1.96112300711437,2.54832284913791
2019-01-12,2.5287906011317,3.52004143579089,2.00106832066208,1.29008184304964,2.94899308551352,2.49251365181632,3.42744001294203,3.39018413605894,1.93450161676285,2.79286417760451,3.88284226405356,2.25068072343907,2.15535834615863,1.94836743073339,0.654542557707751,1.3353566522736,1.36802190421074,1.20000441353671,5.33794154334878,1.38762437390824,1.95671294770169,2.54645752979134
2019-01-13,2.53054976425771,3.50638132187914,2.00003406215594,1.29082153691796,2.94705297482967,2.47818757700334,3.42389143599388,3.40053592460668,1.93719540341269,2.79295582243448,3.86354766422715,2.24736133291819,2.14868424117649,1.93104189242557,0.657322729273653,1.33695304316081,1.35524169414398,1.19262380876967,5.33284131026921,1.39120489988605,1.95024009170671,2.54565362254068
2019-01-14,2.52821866670557,3.49195340527537,1.99977132533191,1.29123045609056,2.94912813365092,2.45538538788206,3.41897613545589,3.40862410323856,1.93891088884529,2.79326995917741,3.8365891720613,2.24755185242753,2.14496411677785,1.91700571321989,0.658982590348305,1.3393599050787,1.34726934844599,1.1903946600986,5.33397904407093,1.3949626173309,1.94848989872624,2.54570862218438
2019-01-15,2.5320992774473,3.48696453483279,1.99969382358915,1.28353693265675,2.95566642390542,2.42849404167326,3.40740354615516,3.43635420093241,1.9436482560915,2.79644695774345,3.8043013853854,2.24936662847184,2.14263765956131,1.87372933718147,0.658049168522678,1.3421180737531,1.34541636512645,1.19057223718617,5.32835535460935,1.38996273365358,1.94835853277454,2.54790276043347
2019-01-16,2.53550891826122,3.49108546583802,2.00105607550562,1.28207645014102,2.95788609327315,2.42853060605056,3.39955624343714,3.47109252304415,1.94442970594327,2.78944007924485,3.7728384894825,2.25321414867553,2.13488021621388,1.87851327874084,0.658407517764965,1.34540067560495,1.33525487564569,1.18961483958735,5.31412849337052,1.38499947802721,1.94813818347519,2.5518357090431
2019-01-17,2.5370214897801,3.49262979049571,2.00111818399633,1.286376963216,2.96012074014842,2.42076143347384,3.39252793456759,3.50428059433585,1.95175500516304,2.79431655966902,3.75065997397981,2.25555856079454,2.1284658284587,1.88879997572789,0.658080232097529,1.3466886363346,1.33357084797302,1.19182586127678,5.31388457198197,1.37645998227973,1.95174268932654,2.55577394580968
2019-01-18,2.52791351581371,3.48847111195627,2.00344221435564,1.29265348187413,2.96301156531259,2.41360581364263,3.38996393339742,3.52519934542217,1.96013398354473,2.79436466110216,3.73530885805295,2.25835850715467,2.12301279242859,1.90261159002795,0.657366913992599,1.3386034211739,1.33982087873124,1.19483997037204,5.31768168284975,1.37239133620857,1.9463036434921,2.55805087826338
2019-01-19,2.52133964572136,3.47793552751324,2.00345197344896,1.2991892827609,2.96659588388151,2.40665116373045,3.39114327187877,3.54376821190134,1.96570769386322,2.794421553197,3.73518462945117,2.257132706876,2.12169339658146,1.90049291122431,0.659240121924536,1.33016815959982,1.35118841547308,1.19554217644633,5.32299096147044,1.37113584282875,1.94669808294092,2.55862489427428
2019-01-20,2.51209227671279,3.47277424798536,2.01084261182103,1.30990109466265,2.97533758403193,2.40050606364861,3.39158991642064,3.55920919387609,1.97245685629416,2.79403366336882,3.72397378305921,2.25582829815601,2.11536591952006,1.90077741837088,0.661172321886831,1.32231982307661,1.37198999381081,1.19428470411298,5.3296322636667,1.36835962628782,1.94598760464094,2.56059519480679
2019-01-21,2.50218140662117,3.46344507791386,2.01549664465244,1.31962237650227,2.98017132595394,2.39996089453202,3.39525207521771,3.57793288910388,1.97918045946411,2.79540863416094,3.71425354008243,2.25520057183739,2.11081072368916,1.89661123792314,0.663876048655383,1.3132748936474,1.38753194150841,1.19736087698307,5.32996204146771,1.36556776599943,1.94518550985982,2.5629044978043
